texto_tweet,vader,xlm_roberta,robertuito,bert_multilingual,beto,sentiment_global
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
@CajaLosAndes como es posible que nadie haga bien su trabajo!!,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes El call center tiene problemas? Las llamadas se cortan solas!,neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes hay algún correo de contacto para preguntar por un descuento que me hicieron a través de la liquidación de sueldo de un crédito, pero que no está reflejado en la cartola",negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes me mandan msj que me darán solución y nada ,co.o es posible que jueguen con el tiempo de una adulta mayor !!!",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hay algún problema para entrar a ""Mi Sucursal"" como empresa? Al ingresar rut empresa me arroja el siguiente mensaje https://t.co/mCXYnmSUcH",neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Hola , en sucursal virtual empresa se puede obtener el saldo de crédito a descontar del finiquito de un trabajador",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Buenos días, necesito solicitar un crédito y necesito información en base a la documentación que debo presentar.",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes por favor respuesta al reclamo 609921, envie la informacion solicitada el viernes 6, al correo canalesremotos, paguen la extension del postnatal, ya casi dos meses y nada",positivo,neutral,negativo,negativo,neutral,neutral
@Carlos_Anto @CajaLosAndes Cuando se la aprobaron ? Es para ver cuánto espero la mía .....,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes muy buenas noches cuánto tiempo se tardan en dar una respuesta por licencia médicas, piden que uno envié los documentos y nunca responden",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Consulta ,al realizar la cotización de un crédito y dar los datos personales (teléfono y correo)desde la página principal de Uds. ¿Porqué motivo no aparecen datos de la Solicitud en mi usuario???,gracias",negativo,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes no tengo casa ni vacaciones https://t.co/y6tcfhQp3j,negativo,negativo,neutral,negativo,negativo,negativo
@CajaLosAndes @CajaLosAndes hasta qué hora espero? Necesito mi plata urgente!!!! Qué más necesitan de mí para que me den mi plata?,neutral,neutral,negativo,negativo,neutral,neutral
Hoy 16 de febrero sigo sin respuesta por parte de @CajaLosAndes respecto a mi licencia.@CajaLosAndes ya les envié por DM la información que me pidieron ayer. NECESITO MI PLATA URGENTE!!!! https://t.co/cXBNVpwuTc,negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes buenos días,  tengo 2 licencias y aun no tengo respuesta de mis pagos. Envié la documentación solicitada y sigo esperando, acabo de llamar y me dicen q hay atrasos y q debo seguir  esperando, no entiendo porque so ya envié todo hace más de 1 semana no dicen nada",negativo,negativo,negativo,negativo,negativo,negativo
"@Cardif_Chile Hola,estoy tratando de contratar el soap mediante @CajaLosAndes y no aparece el modelo del vehículo Haval Jolion en ninguna de sus versiones y tampoco el Renault Kwid,gracias",negativo,neutral,negativo,negativo,neutral,negativo
"@CajaLosAndes Tengo más de 1 mes esperando el pago de mi licencia médica y aun no tengo respuestas, llamo dicen q es el Compin y ellos dicen q ya esta en Caja los Andes",negativo,neutral,negativo,negativo,neutral,negativo
"@CajaLosAndes buenos días, las cargas legales mayores de edad dejan de serlo?
Hay que renovar esa condición?",neutral,negativo,neutral,negativo,neutral,neutral
"@CajaLosAndes hola empresa ladrona  , cada año que pasa se reduce más la caja escolar, en su momento daban una mochila y útiles escolares, después aproximadamente como 15 mil pesos , el año pasado menor monto a eso y ahora 10 Luca cagas 🤬🤬🤬",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes que paso el día domingo 5 con el beneficio por entradas a cines hoyts? Antes de llegar al cine lo revise y al momento de llegar a caja no pude ocupar el beneficio, ahora mágicamente en la pagina si sale la opción de beneficios al cine 🙄",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes Listo. Les envié por DM,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes 
Me presente en Caja Los Andes de Viña con mi tía casi octogenaria para desafiliarla. Nos piden carnet y después de unos momentos me dicen que tengo que enviar solicitud vía mail adjuntando el CI",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes buenas tardes, tengo una deuda por crédito social y necesito ver las opciones para el pago",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes escriben, mande lo solicitado y después no responde, por wps antes entregan información, que hago  sigo esperando 10 días más para que me respondan si o no es solo eso.",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola, en cuanto tiempo aparece en el sistema la licencia post natal parental? Entiendo que es automática luego de la post natal.",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes  buenas tardes que pasa con todas las personas que faltan caja de utiles escolares de los trabajadores ..
Se agoto stock si era fecha termino 31 de marzo ?
32 trabajadores no estan recibiendo como todos los años su veneficio si no la empresa cambiara de caja @Mega",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes hola que posibilidad hay de que pueda obtener un crédito??,neutral,neutral,neutral,negativo,neutral,neutral
"@ElipamR @CajaLosAndes Qué lata Eli, ojalá puedas salir pronto de ese trámite.😡😡😡😡",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola, les dejé un mensaje! llevo más de un mes tratando de ingresar mi carga, respondan los correo!",neutral,neutral,neutral,negativo,neutral,neutral
"Fui a #CajaLosAndes a qué un ejecutivo me hiciera el formulario q me han rechazado. Lo hizo. Lo envíe por mail y adivinen?! Está rechazado. 
Todos conocen mi buen humor pero wey 🤯🥹😕 abusan",positivo,negativo,negativo,negativo,negativo,negativo
Esperando respuesta de @CajaLosAndes para que me paguen una licencia que Compin ya autorizó,neutral,neutral,negativo,negativo,neutral,neutral
"No se que pasa mi carga esta reconocida en @IPSChile pero ahora después de muchos días me salen con que mi empleador debe realizar pago retroactivo
 en @PreviRed , @CajaLosAndes me dice que mi empleador debe inscribir la carga , la empresa no lo hace 🤦‍♀️🤷‍♀️ AYUDA! @MintrabChile",negativo,neutral,negativo,negativo,negativo,negativo
RT @manuelortega_c: Ahora entiendo porque @CajaLosAndes  no quiere pagar mi licencia médica del 8 de Agosto del 2022.   @Fonasa   Envíe tod…,negativo,negativo,negativo,negativo,negativo,negativo
"RT @redgol: EN VIVO | Premio a la Trayectoria, presentado por @CajaLosAndes es para Valeria Lucca, de @audaxitaliano, y quien anunció su re…",neutral,neutral,positivo,positivo,neutral,neutral
"@CajaLosAndes llevo desde el 19 de diciembre esperando un pago de licencia, después de que pude meter los trámites de las últimas 6 liquidación que me pudieron espere, llamo al call center y me dice que mi fecha de nacimiento no está registrada como para atender a mi solicitud.",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola, como estan,estoy con una licencia medica que me indica que fue aprobada por compin pero tengo pero se encuentra pendiente de documentos para proceder al pago,intento enviar documento en la app perome indica que ya envie documento... me ayudan, gracias",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Entonces pongan que cierran a las 13:00 hrs si no quieren pagar las horas extras!!,negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola, compré soap por la página y ahora cuando voy a pagar patente me dice que no tengo soap https://t.co/ckzkErdFln",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes hola quisiera pagar la totalidad del crédito me hacen algún descuento por favor hablenme por interno,positivo,neutral,neutral,negativo,neutral,neutral
"RT @Cristin28969576: @CajaLosAndes necesito urgente ver qué me solucionen mis pagos, no me quisieron recibir el documento en la sucursal de…",negativo,neutral,negativo,negativo,negativo,negativo
RT @adriiverax: @CajaLosAndes hola! El 17 de marzo empezó mi licencia prenatal y ese mismo día la empresa donde trabajo subió la solicitud…,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes hola buenas noches quisiera ver la posibilidad de un crédito y que documentos solicitan, gracias",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Caja los andes no quiere pagar mi licencia,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Caja los andes no quiere pagar mi licencia,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Irónico en esta fecha están acosando a mi familia con notificaciones de embargo por un crédito que no había podido pagar por estar cesante y ahora que tengo trabajo y llamo para repactar me dicen que no se puede y que debo pagar total o parcial la deuda @MuchoGustoMEGA @tudia_13,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola buenas tardes, que está pasando con la app no le aparece mi licencia pero me llegan correo que ya están para pagar y nada??",negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola acabo de ver en correo personal que tengo una deuda de un mes que no he pagado , como puede ser posible si me descuentan cada mes de mi liquidación de mi salario?.. debería ser mas serios .. quedó atento",negativo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes  además de hacer esperar más de 30 días para el pago de una licencia médica.. se toman el descaro de pagarlas en cuotas .... Así de pencas son ...,neutral,negativo,negativo,negativo,negativo,negativo
"@DeboraRiffo @CajaLosAndes Recibí el día de hoy la misma respuesta,  Que son muchas y que aún no ingresan nada al sistema... Que hay que esperar y esperar 😒",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Aun no tengo respuesta ya envié la info por interno necesito solucionen pronto una de mis colaboradoras tuvo un incidente familiar grave de total conocimiento público  y otros están esperando para salir de vacaciones @cmfchile_,negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes 16 de febrero y no recibo la resolución de mi licencia. Ya envié mis datos por mensaje directo. ¿Cuánto más debo esperar por MI PLATA? https://t.co/QjSyMdXE6U,negativo,negativo,negativo,negativo,negativo,negativo
Cuanto tiempo se puede demorar @CajaLosAndes en pagar una licencia aprobada el 6 de febrero por COMPIN? Se pasan lleva 3 correos de reclamo el Ro y aún no responden 😡🤬😡🤬😡🤬,negativo,negativo,negativo,negativo,negativo,negativo
Por su parte @CajaLosAndes me estaba haciendo esperar 10 días hábiles para darme el certificado para ir a FONASA a hacer el trámite y poder pasar a mi hijo como carga. Vía telefónica me dijeron que no podía hacer nada y que si mi hijo se enfermaba viera por mi cuenta qué hacer.,negativo,negativo,negativo,negativo,negativo,negativo
"@frankishovsky @CajaLosAndes Pasaron 5 días hábiles vuelvo llamar y dicen que tengo documentos pendientes  por subir, les comento que ya los adjunte el día 1 que los solicitaron, me dicen a entonces hay que esperar 5 días hábiles más porque están atrasados. organice mejor a la gente que da info",neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes ya po caja los Andes pasaron las 48 horas, y no pasa nada.... No hacen caso a la sucesso ni a la contraloría general de la República,.. Yo quiero mi pago que debería haber Sido hoy... Mi nombre Nelson Cristian Silva Maldonado. Hasta cuando tengo que esperar,",negativo,negativo,negativo,negativo,neutral,negativo
"Ahora @CajaLosAndes me dice que mi carga esta acreditada por el @IPSChile por lo tanto no puedo acreditar con ellos a menos que la saque del @IPSChile , este último no me da respuesta y mucho menos el aporte, cuanto más tengo que esperar? Con quien tengo q acreditar?",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hasta cuando debo esperar para que me pagen la licencia !!!!!
Lleva mucho tiempo aprobada y no me la depositan 😡",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes sigo esperando una respuesta inteligente. Por qué el bono de 25 años de matrimonio sólo se da a pensionados? Hay que casarse a los 35 mujeres y 40 hombres. Sólo dan 120 días desde la fecha para pedirlo. Exijo una respuesta inteligente 🤔,neutral,negativo,negativo,negativo,neutral,negativo
"@Cristin28969576 @CajaLosAndes por qué aplazan un pago que ya está aprobado por COMPIN , por qué hacen esperar tanto tiempo a alguien que necesita su plata?",neutral,negativo,negativo,negativo,negativo,negativo
"Compín rechaza mis licencias por que ellos colocaron que estoy en isapre, presente doctos, respuesta solo debe esperar  90 días hábiles, que horror burocracia total en este país.  
 #superintendenciadesalud #comisiondemedicinapreventivaeinvalidez #cajalosandes #Denuncia",negativo,negativo,negativo,negativo,negativo,negativo
"RT @karito_amorosa: Compín rechaza mis licencias por que ellos colocaron que estoy en isapre, presente doctos, respuesta solo debe esperar…",neutral,negativo,neutral,negativo,neutral,neutral
"RT @AnaPatrich: Para @CajaLosAndes el tiempo de las personas de la R. Magallanes no vale, mediante email te indican un horario de atención…",negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Muchas gracias por contestar. Fui a Anibal Pinto 796 Quilpué , donde me tuve que ir por no poder seguir esperando. El jefe de la sucursal me mostró su PC donde aparecía las letras de atención y me dijo que tenía para 1 hora más para que me atendieran. Dejo rut por interno.",negativo,neutral,neutral,negativo,neutral,neutral
"@polos2088 @CajaLosAndes Tengo un Crédito adquirido hace poco,
en dónde, mi empresa ""Hualpen"", realizó yá el descuento de cuotas 6/5,
y revisando a través de la CTA. en la app me señala que no he pagado.
Ruego verificar mi estado de pago,gracias.
Gerardo Cortés Peralta
Rut 81053111
Cel.  956 343 198",negativo,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Siempre lo mismo señores...para decirme lo mismo que en el correo después xd,positivo,neutral,negativo,negativo,negativo,negativo
